"videoId","title","filename","publishedAt","bang_count"
"wNk_nj6MXHU","IT'S OSSEOUS TIME! New Boss!! Let's get it! I AM SO EXCITED | The RS Guy VODS","IT'S OSSEOUS TIME! New Boss!! Let's get it! I AM SO EXCITED  The RS Guy VODS.txt","2024-05-29T18:28:08Z",17
"MVs3uns_ASA","Getting ready for OSSEUS tomorrow!! (HCIM) (librarian) (clothing shop owner) (rocktail connoisseur)","Getting ready for OSSEUS tomorrow!! (HCIM) (librarian) (clothing shop owner) (rocktail connoisseur).txt","2024-05-29T09:25:59Z",4
"GRWrlli6IQk","Surely today is the day we get the Zamorak Bow + Title (HCIM) (librarian) (clothing shop owner) (roc","Surely today is the day we get the Zamorak Bow + Title (HCIM) (librarian) (clothing shop owner) (roc.txt","2024-05-29T02:16:44Z",9
"l3eNoq9-CzM","Surely today is the day we get the Zamorak Bow + Title (HCIM) (librarian) (clothing shop owner) (roc","Surely today is the day we get the Zamorak Bow + Title (HCIM) (librarian) (clothing shop owner) (roc.txt","2024-05-28T00:10:20Z",8
"WSO49VVYYpI","One Singular Drop off Zamorak Title on my Hardcore Ironman!! (library POV) | The RS Guy VODS","One Singular Drop off Zamorak Title on my Hardcore Ironman!! (library POV)  The RS Guy VODS.txt","2024-05-24T02:02:10Z",9
"htfpH5vESHU","Sanctum of Rebirth Reveal Stream Reaction & Analysis! New PvM Content! The RS Guy Vods","Sanctum of Rebirth Reveal Stream Reaction & Analysis! New PvM Content! The RS Guy Vods.txt","2024-05-22T00:13:52Z",2
"0RvHFjujXNw","32,000% Enrage Zamorak Broadcast! RuneScape 3 | The RS Guy VODS","32,000% Enrage Zamorak Broadcast! RuneScape 3  The RS Guy VODS.txt","2024-05-21T02:15:53Z",5
"qwJ5F9x64Gc","HARDCORE IRONMAN 1 BOW PEICE OFF ZAMORAK COLLECTION LOG The RS Guy VODS","HARDCORE IRONMAN 1 BOW PEICE OFF ZAMORAK COLLECTION LOG The RS Guy VODS.txt","2024-05-20T03:48:57Z",11
"ZvmLIRW_h7M","12 Books, 2 Bow Pieces. Finishing Zamorak on my Hardcore ironman TODAY! The RS Guy VODS","12 Books, 2 Bow Pieces. Finishing Zamorak on my Hardcore ironman TODAY! The RS Guy VODS.txt","2024-05-19T03:57:01Z",16
"ekw--Vou3fA","RuneScape Discord Stage with New Executive Producer Mod Markos and Mod Hooli! | The RS Guy VODS","RuneScape Discord Stage with New Executive Producer Mod Markos and Mod Hooli!  The RS Guy VODS.txt","2024-05-17T18:26:15Z",0
"CXtnPCFaCgE","RuneScape is BACK! Hardcore Ironman VS Zamorak! 1 drop off BOLG! The RS Guy VODS","RuneScape is BACK! Hardcore Ironman VS Zamorak! 1 drop off BOLG! The RS Guy VODS.txt","2024-05-16T05:55:39Z",9
"2DYnIGcDeGc","󠀀RuneScape 2024 Roadmap Reveal!! HERE WE GO! | WATCH PARTY | The RS Guy VODS","󠀀RuneScape 2024 Roadmap Reveal!! HERE WE GO!  WATCH PARTY  The RS Guy VODS.txt","2024-05-15T01:10:14Z",13
"Ls0HZ6w3_40","RUNESCAPE ROADMAP REVEAL TOMORROW!! 2/3 BOW PIECES (Librarian POV) The RS Guy VODS","RUNESCAPE ROADMAP REVEAL TOMORROW!! 23 BOW PIECES (Librarian POV) The RS Guy VODS.txt","2024-05-14T04:35:35Z",14
"zyonGgvGRik","WE GOT A BOW PIECE! 2/3 (Librarian POV) The RS Guy VODS","WE GOT A BOW PIECE! 23 (Librarian POV) The RS Guy VODS.txt","2024-05-13T02:38:53Z",21
"0bDpwObIgcU","Building a Library at Zamorak on my Hardcore Ironman! (8 Books, 1 Bow piece POV) The RS Guy VODS","Building a Library at Zamorak on my Hardcore Ironman! (8 Books, 1 Bow piece POV) The RS Guy VODS.txt","2024-05-12T22:10:11Z",17
"tXZ0XtuL2xw","WE GOT A BOW PIECE! 2/3 (Librarian POV) The RS Guy VODS","WE GOT A BOW PIECE! 23 (Librarian POV) The RS Guy VODS.txt","2024-05-12T20:21:20Z",2
"JN_5g5p2uBs","Building a Library at Zamorak on my Hardcore Ironman! (8 Books, 1 Bow piece POV) The RS Guy VODS","Building a Library at Zamorak on my Hardcore Ironman! (8 Books, 1 Bow piece POV) The RS Guy VODS.txt","2024-05-07T07:07:01Z",31
"-UCF0ADb7Wo","Hardcore Ironman Adventure! 500% Enrage Zamorak! We Need Bow Piece #2 The RS Guy VODS","Hardcore Ironman Adventure! 500% Enrage Zamorak! We Need Bow Piece #2 The RS Guy VODS.txt","2024-05-06T04:16:21Z",15
"ZJxVq3fVIkc","Building a Library at Zamorak on my Hardcore Ironman! (8 Books, 1 Bow piece POV)","Building a Library at Zamorak on my Hardcore Ironman! (8 Books, 1 Bow piece POV).txt","2024-05-06T04:04:22Z",22
"GS0YOcLs3kc","Hardcore Ironman Adventure! 500% Enrage Zamorak! We Need Bow Piece #2 The RS Guy VODS","Hardcore Ironman Adventure! 500% Enrage Zamorak! We Need Bow Piece #2 The RS Guy VODS.txt","2024-05-03T03:22:48Z",7
"nSPgCR8mcbc","Hardcore Ironman Adventure! 500% Enrage Zamorak! We Need Bow Piece #2 The RS Guy VODS","Hardcore Ironman Adventure! 500% Enrage Zamorak! We Need Bow Piece #2 The RS Guy VODS.txt","2024-05-02T05:48:36Z",24
"tfpSnbaBEhY","Hardcore Ironman 500% Enrage Zamorak! We Need Bow Piece #2 The RS Guy VODS","Hardcore Ironman 500% Enrage Zamorak! We Need Bow Piece #2 The RS Guy VODS.txt","2024-05-02T05:24:31Z",5
"DIdrCYQJOuM","Hardcore Ironman 500% Enrage Zamorak! 4 We Need Bow Piece #2 The RS Guy VODS","Hardcore Ironman 500% Enrage Zamorak! 4 We Need Bow Piece #2 The RS Guy VODS.txt","2024-04-29T00:24:16Z",10
"EhhrVk_3Up4","Hardcore Ironman 500% Enrage Zamorak! 3 The RS Guy VODS","Hardcore Ironman 500% Enrage Zamorak! 3 The RS Guy VODS.txt","2024-04-28T07:11:52Z",28
"EQsDl2zNnic","Hardcore Ironman 500% Enrage Zamorak! 2 The RS Guy VODS","Hardcore Ironman 500% Enrage Zamorak! 2 The RS Guy VODS.txt","2024-04-28T06:46:55Z",25
"b5yquL8ApqQ","Hardcore Ironman 500% Enrage Zamorak! The RS Guy VODS","Hardcore Ironman 500% Enrage Zamorak! The RS Guy VODS.txt","2024-04-25T05:47:32Z",56
"LBI3xi5YG2Q","Hardcore Ironman 500% Enrage Zamorak! - The RS Guy VODS","Hardcore Ironman 500% Enrage Zamorak! - The RS Guy VODS.txt","2024-04-24T05:11:10Z",52
"wGSjw4sMslE","Requiem for a Dragon Quest! Full Playthrough With Dialogue - The RS Guy VODS","Requiem for a Dragon Quest! Full Playthrough With Dialogue - The RS Guy VODS.txt","2024-04-24T03:46:19Z",11
"r8fP4YBq4Gs","Thersguy reacts to Why RuneScape's Combat System Feels Bad - Project Combat","Thersguy reacts to Why RuneScape's Combat System Feels Bad - Project Combat.txt","2022-05-15T21:04:20Z",0
