"videoId","title","filename","publishedAt","bang_count"
"QzGsHP2809g","This is the largest PvM broadcast in RuneScape History.","This is the largest PvM broadcast in RuneScape History..txt","2024-01-16T16:59:53Z",1
"Xu3aIhinU6s","2023 RuneScape Year in Review","2023 RuneScape Year in Review.txt","2024-01-01T23:25:19Z",1
"ZmJznygiU9o","The SIX Week Grind that almost broke me.. (Hardcore ironman)","The SIX Week Grind that almost broke me.. (Hardcore ironman).txt","2023-12-25T17:00:21Z",1
"YKkAMyzf--s","This boss fight is WILD...  #gaming","This boss fight is WILD...  #gaming.txt","2023-12-19T19:28:03Z",0
"58bbLQggnZc","A Complete Guide to Solo Hardmode Vorkath, the easy way! (Revolution, no food)","A Complete Guide to Solo Hardmode Vorkath, the easy way! (Revolution, no food).txt","2023-12-18T01:28:05Z",0
"OwFpE-a-AkE","I soloed 20 MILLION Lifepoints..  #runescape #challenge","I soloed 20 MILLION Lifepoints..  #runescape #challenge.txt","2023-12-16T18:32:07Z",0
"2XsV1RZ2Vng","The Black PartyHat is FINALLY Here! #runescape","The Black PartyHat is FINALLY Here! #runescape.txt","2023-12-15T14:30:01Z",0
"sfAkt-GXsZY","The Hardest boss in RuneScape  #gaming #runescape","The Hardest boss in RuneScape  #gaming #runescape.txt","2023-12-13T19:52:24Z",0
"RuXUrc5RU5s","Is the Lord of Bones Incantation Worth It? I Tested It Out.","Is the Lord of Bones Incantation Worth It I Tested It Out..txt","2023-12-07T19:36:04Z",0
"jUSLJ_bz22E","A Complete Guide to DPS with Necromancy for Beginners!","A Complete Guide to DPS with Necromancy for Beginners!.txt","2023-12-01T20:33:58Z",0
"RS5VbWNhK4I","The EASIEST way to Solo Vorkath for Beginners! (Revolution)","The EASIEST way to Solo Vorkath for Beginners! (Revolution).txt","2023-11-27T17:15:14Z",0
"5MQtSSonSIk","Vorkath is PURE Chaos | RuneScape 3","Vorkath is PURE Chaos  RuneScape 3.txt","2023-11-25T21:18:06Z",1
"j422-uvy4Dw","Loot From 50 Hardmode Vorkath Reward Chests!! RuneScape 3","Loot From 50 Hardmode Vorkath Reward Chests!! RuneScape 3.txt","2023-11-21T17:28:42Z",0
"BkUzjlKEviU","I don't know how to feel about Vorkath in RuneScape 3 (Release Day Impressions)","I don't know how to feel about Vorkath in RuneScape 3 (Release Day Impressions).txt","2023-11-21T07:01:45Z",0
"U4JpZ2lExCY","Vorkath is coming to RuneScape 3! Here's what you NEED to know: #runescape #runescape3 #vorkath","Vorkath is coming to RuneScape 3! Here's what you NEED to know #runescape #runescape3 #vorkath.txt","2023-11-19T14:00:18Z",0
"scXFlC_QXtQ","After this Update you can make Millions of GP with almost no effort! #runescape","After this Update you can make Millions of GP with almost no effort! #runescape.txt","2023-11-18T14:00:41Z",0
"7EtMeNreBzY","What Ever Happened With Inverted Capes?? #runescape #runescape3 #gaming","What Ever Happened With Inverted Capes #runescape #runescape3 #gaming.txt","2023-11-14T18:34:22Z",0
"k1BpO6dll2s","This is The EASIEST way to Solo Zamorak! (Revolution, Low Effort)","This is The EASIEST way to Solo Zamorak! (Revolution, Low Effort).txt","2023-11-14T01:27:13Z",1
"7E3OXnSI2Mk","This video is COMPLETELY cursed #gaming #runescape","This video is COMPLETELY cursed #gaming #runescape.txt","2023-11-10T14:30:01Z",0
"w2P9vV8XE3c","This JMOD is trying to SAVE RuneScape 3  #gaming #runescape","This JMOD is trying to SAVE RuneScape 3  #gaming #runescape.txt","2023-11-08T07:16:05Z",0
"1p6SVdXJRTg","What's the luckiest you've ever been? #gaming #runescape","What's the luckiest you've ever been #gaming #runescape.txt","2023-11-06T03:46:41Z",0
"LPV-pZ1hcAU","Combat in RuneScape SUCKS, Mod Sponge is here to fix it. (Dev Hour)","Combat in RuneScape SUCKS, Mod Sponge is here to fix it. (Dev Hour).txt","2023-11-05T20:17:20Z",7
"0lxzLSBEuTw","Did Jagex SHADOW NERF the rasial drop rates?  #gaming #runescape #necromancy","Did Jagex SHADOW NERF the rasial drop rates  #gaming #runescape #necromancy.txt","2023-11-02T04:39:46Z",0
"_tt7duLnwnA","Combat Changes are Coming to RuneScape: Here's What You Need to Know.","Combat Changes are Coming to RuneScape Here's What You Need to Know..txt","2023-10-31T18:21:06Z",0
"ISZw_sNAths","Pure Insanity! 150k Damage in 1 second #gaming #runescape","Pure Insanity! 150k Damage in 1 second #gaming #runescape.txt","2023-10-31T02:25:37Z",0
"sPD1WW0fosI","How I lost Rank 1 on the Hiscores to a pair of Flippers... #runescape  #gaming","How I lost Rank 1 on the Hiscores to a pair of Flippers... #runescape  #gaming.txt","2023-10-30T10:00:47Z",0
"OLn3X0TTVMs","I Have to Risk My Entire Account for This Item.. (RuneScape HCIM)","I Have to Risk My Entire Account for This Item.. (RuneScape HCIM).txt","2023-10-28T11:44:50Z",6
"9L26Ddp48js","Crazy coincidence, or something more?! #gaming #Runescape","Crazy coincidence, or something more! #gaming #Runescape.txt","2023-10-27T04:46:02Z",0
"R0g3m9_jRVo","Exactly how powerful is Necromancy? I tested it.","Exactly how powerful is Necromancy I tested it..txt","2023-10-21T19:31:39Z",0
"u9Q3ArJ3oSs","This was too clutch! (very close call) #runescape #fyp #gaming","This was too clutch! (very close call) #runescape #fyp #gaming.txt","2023-10-19T21:28:08Z",0
"CV8kkMgSORU","This is why you should never trust Twitch chat #gaming #fyp #streamer #runescape #exposed","This is why you should never trust Twitch chat #gaming #fyp #streamer #runescape #exposed.txt","2023-10-18T03:21:51Z",0
"cUgJtvjZXr8","No other game has a boss fight like this.. #gaming  #runescape  #fyp  #rs3","No other game has a boss fight like this.. #gaming  #runescape  #fyp  #rs3.txt","2023-10-16T03:05:43Z",0
"H3Mdjq1t18M","Is Necromancy Worth Using? I Tried it out at Every Boss in the Game.","Is Necromancy Worth Using I Tried it out at Every Boss in the Game..txt","2023-10-09T10:33:16Z",0
"OaiUMY41ME4","Was Necromancy Good or Bad for the Game? Dev Hour EP1 w/ Mod Ryan","Was Necromancy Good or Bad for the Game Dev Hour EP1 w Mod Ryan.txt","2023-10-04T17:28:34Z",0
"clqDzz-Gjpc","Everyone is leaving RuneScape 3.","Everyone is leaving RuneScape 3..txt","2023-09-27T18:06:31Z",0
"Qg8WjIA1mow","I ABANDONED my RuneScape bank and I have 24 hours to rebuild.","I ABANDONED my RuneScape bank and I have 24 hours to rebuild..txt","2023-09-24T22:14:28Z",1
"rwUJnyUFBHM","The BEST Way To Complete Hard Mode Zuk! (Low Input, Revolution)","The BEST Way To Complete Hard Mode Zuk! (Low Input, Revolution).txt","2023-09-14T17:37:12Z",0
"zrioOqmXt8A","I uncovered a CRAZY method to safely do Rasial on my Hardcore Ironman","I uncovered a CRAZY method to safely do Rasial on my Hardcore Ironman.txt","2023-09-06T19:02:55Z",1
"oEBw35-A1IU","The Easiest Way To Get A Zuk Cape For Beginners! (Low Input, Revolution)","The Easiest Way To Get A Zuk Cape For Beginners! (Low Input, Revolution).txt","2023-08-27T20:17:08Z",0
"94YWHq2QBl8","Necromancy is a COMPLETE Game changer on a Hardcore Ironman","Necromancy is a COMPLETE Game changer on a Hardcore Ironman.txt","2023-08-25T20:00:06Z",2
"hMMeLXTg8gU","Ultimate RuneScape 3 Interface and Settings Guide (2025)","Ultimate RuneScape 3 Interface and Settings Guide (2025).txt","2023-08-22T17:34:29Z",0
"hc0Smfy6f94","I tried Necromancy at (almost) every boss in the game! Wow.","I tried Necromancy at (almost) every boss in the game! Wow..txt","2023-08-19T19:25:46Z",11
"E3B1usnn-aQ","This Is The Most Insane Luck I've Ever Had In RuneScape! (World First)","This Is The Most Insane Luck I've Ever Had In RuneScape! (World First).txt","2023-08-13T23:25:50Z",14
"p2ghljBy9fY","I Rushed The First Necromancer and Made BANK","I Rushed The First Necromancer and Made BANK.txt","2023-08-12T12:38:38Z",7
"eIoIO7MeXfc","Low Effort / Low Input Rasial Walkthrough With Revolution! (No Zuk Cape)","Low Effort  Low Input Rasial Walkthrough With Revolution! (No Zuk Cape).txt","2023-08-12T01:01:06Z",0
"OjJdA9An-6s","11 Useful Necromancy Tips In Under 4 Minutes (RuneScape 3)","11 Useful Necromancy Tips In Under 4 Minutes (RuneScape 3).txt","2023-08-11T12:04:08Z",0
"Xf_mNFYUrEE","How I Accidentally Became Rank 1 in RuneScape (Necromancy Skill)","How I Accidentally Became Rank 1 in RuneScape (Necromancy Skill).txt","2023-08-09T21:43:26Z",3
"IcTwTOj4RYs","A Complete Guide to Hermod: The Spirit of War (Necromancy Boss 1)","A Complete Guide to Hermod The Spirit of War (Necromancy Boss 1).txt","2023-08-09T16:00:14Z",0
"dCf3agUHK0E","City of Um Achievement Diary Guide! (Necromancy Area Tasks)","City of Um Achievement Diary Guide! (Necromancy Area Tasks).txt","2023-08-07T20:49:15Z",0
"CXqd3KFVbQo","I want to be the best Necromancer in the world. This is everything I did to prepare.","I want to be the best Necromancer in the world. This is everything I did to prepare..txt","2023-08-06T17:15:53Z",0
"fXmUDoNtbK0","I got the most powerful weapon in RuneScape on my Hardcore Ironman","I got the most powerful weapon in RuneScape on my Hardcore Ironman.txt","2023-08-04T14:00:33Z",0
"mKyk5vmDk3c","Things got a little out of hand on my Road to a FSOA.. (RuneScape) (Bald POV)","Things got a little out of hand on my Road to a FSOA.. (RuneScape) (Bald POV).txt","2023-07-25T19:42:55Z",4
"Ff9vpBrwWgk","It's time to solo a Fractured Staff of Armadyl on my Hardcore Ironman","It's time to solo a Fractured Staff of Armadyl on my Hardcore Ironman.txt","2023-07-12T16:22:51Z",3
"Zr_bchp2jxE","My Greatest Challenge Yet.. (Rs3 inferno on a HCIM)","My Greatest Challenge Yet.. (Rs3 inferno on a HCIM).txt","2023-06-28T19:26:38Z",0
"jkInYh_ujAY","If I can't pass this Damage Test, I lose my Hardcore Ironman.","If I can't pass this Damage Test, I lose my Hardcore Ironman..txt","2023-06-14T14:00:34Z",1
"a46UlVyYGsc","Uncovering the secrets of Necromancy... (RuneScape Necromancy pre-release)","Uncovering the secrets of Necromancy... (RuneScape Necromancy pre-release).txt","2023-05-30T16:10:00Z",0
"0m4LVOFfQ98","This gets me one step closer to TzKal-Zuk on my Hardcore Ironman.","This gets me one step closer to TzKal-Zuk on my Hardcore Ironman..txt","2023-05-22T18:19:54Z",0
"LzN1ObEB8Ak","I want to defeat Zuk on my (under leveled) Hardcore Ironman","I want to defeat Zuk on my (under leveled) Hardcore Ironman.txt","2023-05-10T21:02:52Z",0
"e9j0cgy3tcA","The Fractured Staff of Armadyl rebalance might surprise you.. (full testing & analysis)","The Fractured Staff of Armadyl rebalance might surprise you.. (full testing & analysis).txt","2023-05-05T14:00:22Z",0
"gR2-u6TeyE4","This is how I rebuilt from nothing to max gear in 7 days (RuneScape)","This is how I rebuilt from nothing to max gear in 7 days (RuneScape).txt","2023-04-22T20:25:21Z",0
"DsOQWGzHW5E","Croesus is RUINING my Life (Hardcore Ironman)","Croesus is RUINING my Life (Hardcore Ironman).txt","2023-03-21T22:18:35Z",1
"rq61X5BMzZ4","My entire 37 Billion GP bank is gone, and now it's time to rebuild.","My entire 37 Billion GP bank is gone, and now it's time to rebuild..txt","2023-03-13T22:35:48Z",4
"HhymjevGPn8","Let's Talk about the Future of This Channel","Let's Talk about the Future of This Channel.txt","2023-02-26T14:00:08Z",0
"yWfROArGBM4","After 40 hours... we did it! (Hardcore Ironman)","After 40 hours... we did it! (Hardcore Ironman).txt","2023-02-17T16:00:38Z",0
"yOqlMicvfhc","Let's chat about the RuneScape Economy, and Zamorak w/ Mod Sponge","Let's chat about the RuneScape Economy, and Zamorak w Mod Sponge.txt","2023-02-10T18:18:44Z",1
"sUoATQ_wAOA","Hardcore Ironman tries to not die to a quest challenge (impossible)","Hardcore Ironman tries to not die to a quest challenge (impossible).txt","2023-02-06T20:48:55Z",0
"Zy7IhIEg-nw","Let's chat about the Zamorak boss release, ED4, and Combat Balance w/ Mod Sponge","Let's chat about the Zamorak boss release, ED4, and Combat Balance w Mod Sponge.txt","2023-02-02T18:03:26Z",0
"Jubge_pwE2M","This might be the largest nerf in RuneScape history","This might be the largest nerf in RuneScape history.txt","2023-01-30T21:39:19Z",0
"87RhjBQq7oE","We FINALLY got something good from Croesus (HCIM)","We FINALLY got something good from Croesus (HCIM).txt","2023-01-26T18:41:03Z",0
"5PrXlhe5FmE","It's Time for our First ""Real"" Bossing (Hcim)","It's Time for our First Real Bossing (Hcim).txt","2023-01-19T23:16:24Z",0
"FZOPW59fLcw","You have never seen gameplay like this (hcim)","You have never seen gameplay like this (hcim).txt","2023-01-16T20:04:06Z",0
"_xD3pNCp5Fo","The superbuffed Ring of Death will make you absolutely unstoppable (pre nerf)","The superbuffed Ring of Death will make you absolutely unstoppable (pre nerf).txt","2023-01-11T19:42:40Z",0
"Y9ELntRoZkc","This is what Ironman mode is all about (hardcore ironman)","This is what Ironman mode is all about (hardcore ironman).txt","2022-12-19T18:20:11Z",0
"9PWwtlwiyRs","The Death Costs Rework is finally here, and it's really good.","The Death Costs Rework is finally here, and it's really good..txt","2022-12-10T19:38:05Z",0
"pRLhhS7ApL0","Back on track after losing my first life (HCIM)","Back on track after losing my first life (HCIM).txt","2022-12-01T04:23:04Z",1
"exM_4vWAjbU","Melee just got a huge buff","Melee just got a huge buff.txt","2022-11-30T12:00:32Z",0
"Mv7mCFCnURQ","First life gone... you hate to see it (HCIM)","First life gone... you hate to see it (HCIM).txt","2022-11-19T17:52:54Z",1
"J_-eh4ttv_o","This was not a good idea (Hardcore Ironman)","This was not a good idea (Hardcore Ironman).txt","2022-11-08T20:58:56Z",0
"k8AKFUj3TFQ","Two INSANELY CHEAP Solo Solak Strategies that make it EASY","Two INSANELY CHEAP Solo Solak Strategies that make it EASY.txt","2022-11-01T17:41:36Z",0
"1KD8xb_fhcU","I want a low level Kiln Cape (HCIM 012) | Runescape 3","I want a low level Kiln Cape (HCIM 012)  Runescape 3.txt","2022-09-09T23:17:47Z",0
"G3Tm43cKcSM","I'm still concerned about the new RuneScape game mode (Fresh Start Worlds)","I'm still concerned about the new RuneScape game mode (Fresh Start Worlds).txt","2022-08-30T14:00:08Z",0
"insLT9mdPB8","Low level ed3 is still ridiculously good (HCIM 011)","Low level ed3 is still ridiculously good (HCIM 011).txt","2022-08-29T18:42:01Z",0
"ZNaF0q57rYM","The End of Solo (series finale)","The End of Solo (series finale).txt","2022-08-26T16:52:08Z",2
"0IyPbYENwg8","ANCIENT MAGICS, UNLOCKED! (HCIM 010)","ANCIENT MAGICS, UNLOCKED! (HCIM 010).txt","2022-08-18T17:17:16Z",0
"3etAavq-qoE","The new RuneScape Game Mode is set up to fail.","The new RuneScape Game Mode is set up to fail..txt","2022-08-14T20:36:02Z",0
"fUggrziHZI0","Zamorak: Lord of Chaos (4000% Enrage)","Zamorak Lord of Chaos (4000% Enrage).txt","2022-08-13T13:30:10Z",0
"gSKCBvu7CxI","I am a master of disguise (HCIM 009)","I am a master of disguise (HCIM 009).txt","2022-08-10T23:04:28Z",1
"gnnLuNP-N9g","This was entirely unnecessary (HCIM 008)","This was entirely unnecessary (HCIM 008).txt","2022-08-09T22:03:33Z",0
"YwopLiiac7k","The Bow of the Last Guardian is a Game Changer (testing video)","The Bow of the Last Guardian is a Game Changer (testing video).txt","2022-07-15T15:50:50Z",0
"06OIj6djIFA","500% enrage solo zamorak with no food","500% enrage solo zamorak with no food.txt","2022-07-11T17:01:27Z",0
"pnCl3l72KoQ","The Runescape Zamorak release was WILD","The Runescape Zamorak release was WILD.txt","2022-07-10T16:30:20Z",0
"-SrTqHNsCz0","Let's talk about Zamorak: Lord of Chaos (Runescape exclusive)","Let's talk about Zamorak Lord of Chaos (Runescape exclusive).txt","2022-07-02T19:03:42Z",0
"CAQ2ns2DdBo","Vitalis. (Solo Ironman Ep 16)","Vitalis. (Solo Ironman Ep 16).txt","2022-06-26T18:44:35Z",0
"1e0YilfY6Qk","Becoming a hero.. (Runescape HCIM 007)","Becoming a hero.. (Runescape HCIM 007).txt","2022-06-16T21:05:51Z",0
"7pVs4fnqsrE","I had to risk the account to get this.. RS3 Hardcore Ironman 006","I had to risk the account to get this.. RS3 Hardcore Ironman 006.txt","2022-06-07T16:25:25Z",0
"BqncJFpAK1A","This quest scared the daylights out of me.. | RS3 Hardcore Ironman Episode 005","This quest scared the daylights out of me..  RS3 Hardcore Ironman Episode 005.txt","2022-06-04T15:46:23Z",0
"vZad3Ja0gD8","I got chanced by the Kalphite King. Hardcore ironman Episode 004","I got chanced by the Kalphite King. Hardcore ironman Episode 004.txt","2022-05-20T17:31:53Z",0
"Umr2uvLvMeM","This grind almost made me quit the game (Solo episode 15)","This grind almost made me quit the game (Solo episode 15).txt","2022-05-16T15:32:14Z",0
"JUd0GSSZybY","Almost died again.. Hardcore Ironman Episode 003","Almost died again.. Hardcore Ironman Episode 003.txt","2022-05-13T16:44:32Z",0
"VaoTt_AOkwI","Getting Stronger | Hardcore Ironman (002)","Getting Stronger  Hardcore Ironman (002).txt","2022-05-10T15:52:19Z",0
"zOAT_DqDrB0","My Next Adventure. Hardcore Ironman (001)","My Next Adventure. Hardcore Ironman (001).txt","2022-05-07T16:09:40Z",1
"DpPomfbBDDA","I dealt too much damage and skipped half the boss fight..","I dealt too much damage and skipped half the boss fight...txt","2022-04-19T15:53:04Z",0
"EzFk-L5Ulk0","My greatest challenge yet.. (Solo episode 14)","My greatest challenge yet.. (Solo episode 14).txt","2022-04-09T13:54:49Z",0
"J8dI3u0CAF0","It's Kerapac time! (solo episode 13)","It's Kerapac time! (solo episode 13).txt","2022-03-24T14:49:15Z",0
"ZxA0wjTVNv8","This is how to do the most epic speedkill in Runescape","This is how to do the most epic speedkill in Runescape.txt","2022-03-09T21:22:09Z",0
"r7nDYZjkZT8","I might be the luckiest Ironman ever.. (solo episode 12)","I might be the luckiest Ironman ever.. (solo episode 12).txt","2022-03-01T15:11:13Z",0
"aeKMb3B_Kbs","The end of the series. (ARCH GLACOR FROM SCRATCH FINALE)","The end of the series. (ARCH GLACOR FROM SCRATCH FINALE).txt","2022-02-21T16:02:39Z",0
"mVRrJMdl6jg","Things got a little crazy... (solo ironman episode 11)","Things got a little crazy... (solo ironman episode 11).txt","2022-02-10T19:41:25Z",0
"eZpLnKCwT6Q","We finally got a drop from solo raids! (solo episode 10)","We finally got a drop from solo raids! (solo episode 10).txt","2022-01-13T19:04:24Z",0
"wB6bXEPN5rk","Finally, after thousands of years.. (episode 3)","Finally, after thousands of years.. (episode 3).txt","2022-01-06T21:37:13Z",0
"LeQWwWsBNPw","MASSIVE upgrades from the Arch-Glacor front (solo episode 9)","MASSIVE upgrades from the Arch-Glacor front (solo episode 9).txt","2021-12-11T20:04:07Z",0
"-JVUWdn72GU","We have to keep going.. (episode 2)","We have to keep going.. (episode 2).txt","2021-12-05T18:08:16Z",0
"WQoRLhnOPpE","So it begins.. (episode 1)","So it begins.. (episode 1).txt","2021-11-27T16:14:14Z",0
"nVJ1zaz_f0g","After 53 hours of nothing, I just want a Zuk drop","After 53 hours of nothing, I just want a Zuk drop.txt","2021-11-15T23:15:00Z",0
"N-slBOlMxbg","Welcome to the Elder God Wars Dungeon! (solo episode 8)","Welcome to the Elder God Wars Dungeon! (solo episode 8).txt","2021-11-07T18:31:43Z",0
"mJlGfeJpjTU","Mod Sponge tells me about the most insane bug (double araxxor drops)","Mod Sponge tells me about the most insane bug (double araxxor drops).txt","2021-11-05T17:37:01Z",2
"miWTYgbd604","A conversation with Elder God Wars Developer Mod Sponge! (part 1)","A conversation with Elder God Wars Developer Mod Sponge! (part 1).txt","2021-11-04T12:44:17Z",1
"81qDVYEcBeA","How to complete hard mode zuk with no food in terrible gear (walkthrough) | Runescape 3","How to complete hard mode zuk with no food in terrible gear (walkthrough)  Runescape 3.txt","2021-11-02T16:47:32Z",0
"dLmd2WMlKO8","I have to conquer the Inferno to get the most powerful cape in Runescape","I have to conquer the Inferno to get the most powerful cape in Runescape.txt","2021-10-29T01:02:36Z",0
"xiJ68u_a99U","THE INFERNO is coming to Runescape 3!","THE INFERNO is coming to Runescape 3!.txt","2021-10-21T19:15:04Z",0
"bLllPKrZuw0","Can I deal 300,000 Damage in 20 seconds? | Solo Solak (no realm) | Runescape 3","Can I deal 300,000 Damage in 20 seconds  Solo Solak (no realm)  Runescape 3.txt","2021-10-14T16:31:31Z",0
"cMPrDjvn_qo","I made the 10 Best Pvmers in RuneScape go Skilling with me (Croesus Release Day)","I made the 10 Best Pvmers in RuneScape go Skilling with me (Croesus Release Day).txt","2021-10-08T18:22:25Z",0
"amU8rfnmuuo","A complete guide to PvM Perks for Beginners | Runescape 3","A complete guide to PvM Perks for Beginners  Runescape 3.txt","2021-09-26T23:29:50Z",0
"w7pq1w8vSTE","Telos from Scratch 2 | Official launch trailer","Telos from Scratch 2  Official launch trailer.txt","2021-09-13T22:27:26Z",0
"cQiuF81ySPo","Testing out the most powerful melee weapons in the game! | T95 Shard and Sliver of Leng","Testing out the most powerful melee weapons in the game!  T95 Shard and Sliver of Leng.txt","2021-09-10T16:47:12Z",0
"HJiNkLVpSOw","We clutched 115 Arch-Glacor kills in a row for this | Elder God Wars","We clutched 115 Arch-Glacor kills in a row for this  Elder God Wars.txt","2021-09-05T18:14:11Z",0
"drI4Q66VGb8","They buffed the Arch-Glacor drop table we got an INSANE drop","They buffed the Arch-Glacor drop table we got an INSANE drop.txt","2021-09-03T18:59:09Z",0
"Xewhb1C6eWE","The Arch-Glacor is out and I want all the drops | Elder God Wars","The Arch-Glacor is out and I want all the drops  Elder God Wars.txt","2021-09-02T19:04:51Z",0
"cZDc-gqjuUU","1000% enrage Arch-Glacor (no food) | Runescape 3","1000% enrage Arch-Glacor (no food)  Runescape 3.txt","2021-09-01T00:28:07Z",0
"LKKGqVP9Zlo","Unlocking the Iceborn title (500% enrage Arch-Glacor) | Runescape 3","Unlocking the Iceborn title (500% enrage Arch-Glacor)  Runescape 3.txt","2021-08-31T14:56:56Z",0
"dmoQV0RYWss","A Complete Guide to Hard Mode Kerapac for Beginners | Runescape 3","A Complete Guide to Hard Mode Kerapac for Beginners  Runescape 3.txt","2021-08-31T03:34:14Z",0
"5omy1IQjUrM","The ARCH GLACOR comes out tomorrow and my rebuild is complete","The ARCH GLACOR comes out tomorrow and my rebuild is complete.txt","2021-08-30T20:02:31Z",0
"UM39g6hYJPI","Ice Telos is 3 days away and this rebuild was a mistake","Ice Telos is 3 days away and this rebuild was a mistake.txt","2021-08-28T15:01:04Z",0
"DAwU0HpMW48","We FINALLY got an Elite Dungeon drop! (solo episode 7)","We FINALLY got an Elite Dungeon drop! (solo episode 7).txt","2021-08-27T13:29:19Z",0
"7SPfgZFx3s8","T95 Melee weapons come out in 7 days and I don't have enough money","T95 Melee weapons come out in 7 days and I don't have enough money.txt","2021-08-25T16:46:00Z",0
"itdx0di-kDE","I paid off my 3.6b debt and now I'm broke, It's time to rebuild!","I paid off my 3.6b debt and now I'm broke, It's time to rebuild!.txt","2021-08-23T17:47:05Z",0
"1j_yfZYSlh8","the Animate Dead spell is COMPLETELY insane","the Animate Dead spell is COMPLETELY insane.txt","2021-08-05T16:34:13Z",0
"lI0_JXekuSk","I have to go back to the Ambassador (Solo episode 6)","I have to go back to the Ambassador (Solo episode 6).txt","2021-07-31T19:10:32Z",0
"x7_hy2QHAxs","I broke the game with the Staff of Armadyl (Infinite Damage Glitch)","I broke the game with the Staff of Armadyl (Infinite Damage Glitch).txt","2021-07-29T23:48:23Z",0
"BzTdwsTBifI","I got Runescape's FIRST t95 Weapon, the Staff of Armadyl","I got Runescape's FIRST t95 Weapon, the Staff of Armadyl.txt","2021-07-27T16:38:25Z",0
"-K3V7Yu2KOQ","Solo Hardmode Kerapac (no food) | Elder God Wars Dungeon","Solo Hardmode Kerapac (no food)  Elder God Wars Dungeon.txt","2021-07-26T14:01:44Z",0
"j29we1jazYA","Elder God Wars is out tomorrow and I have so much money","Elder God Wars is out tomorrow and I have so much money.txt","2021-07-25T19:23:36Z",1
"cs7v4ru6uqA","Elder God Wars is coming and this rebuild was a mistake","Elder God Wars is coming and this rebuild was a mistake.txt","2021-07-24T20:41:22Z",0
"2pshTOzHq-Q","Elder God Wars is still coming and I still have no money","Elder God Wars is still coming and I still have no money.txt","2021-07-23T19:58:31Z",0
"rKOXV3l8NEM","Elder God Wars is coming and I have no money","Elder God Wars is coming and I have no money.txt","2021-07-23T00:59:12Z",0
"seez80u8BjQ","The video doesn't end until I solo Vorago (Terrible idea)","The video doesn't end until I solo Vorago (Terrible idea).txt","2021-07-14T15:26:53Z",0
"uZvRcCxvl8Q","Becoming the first Ironman to solo Beastmaster | Solo Episode 5","Becoming the first Ironman to solo Beastmaster  Solo Episode 5.txt","2021-07-10T17:22:42Z",0
"9Y1CwQzykZ0","I need a sigil for Beastmaster | Solo Episode 4 (Solo RS3 Ironman)","I need a sigil for Beastmaster  Solo Episode 4 (Solo RS3 Ironman).txt","2021-06-19T13:42:35Z",1
"W8Mq-I3ag68","I fought every boss in the game on Runescape Mobile (full review)","I fought every boss in the game on Runescape Mobile (full review).txt","2021-06-11T18:44:00Z",1
"uyDSu-MDuuA","1000% Enrage Telos | Solo Episode 3 (Solo RS3 Ironman)","1000% Enrage Telos  Solo Episode 3 (Solo RS3 Ironman).txt","2021-06-06T22:22:42Z",1
"LM6abS9AGqY","We FINALLY got it | Solo Episode 2 (Solo RS3 Ironman)","We FINALLY got it  Solo Episode 2 (Solo RS3 Ironman).txt","2021-05-23T01:34:47Z",0
"SNzB9dim_Rk","Completing Sliske's Endgame without a guide (first time)","Completing Sliske's Endgame without a guide (first time).txt","2021-05-14T23:32:04Z",0
"Q4HsHjvjKA0","Rise of the Six | Solo Episode 1 (Solo rs3 Ironman)","Rise of the Six  Solo Episode 1 (Solo rs3 Ironman).txt","2021-05-09T16:02:59Z",0
"d20YST7odLw","My next adventure | Solo: an ironman series (trailer)","My next adventure  Solo an ironman series (trailer).txt","2021-05-07T23:01:13Z",0
"VXyaAPG2xZQ","The end of my Hardcore Ironman (series finale) | Runescape 3","The end of my Hardcore Ironman (series finale)  Runescape 3.txt","2021-04-30T20:54:44Z",0
"AHaubVJ92Lk","A complete guide to Raksha for Beginners | Runescape 2021","A complete guide to Raksha for Beginners  Runescape 2021.txt","2021-02-02T22:07:41Z",0
"hM2tMAX3LWA","A guide to Prayer Flicking and Soulsplit Flicking for Beginners","A guide to Prayer Flicking and Soulsplit Flicking for Beginners.txt","2021-01-04T21:29:52Z",0
"1vDHOf1g51M","Loot from Raksha release week! | Raksha w no food or protect prayers or defensives","Loot from Raksha release week!  Raksha w no food or protect prayers or defensives.txt","2020-12-17T04:54:31Z",0
"JvBDQwfBwtY","Achieving the golden Warden title with no food | The RS Guy","Achieving the golden Warden title with no food  The RS Guy.txt","2020-12-02T15:00:24Z",0
"wwT2hTI7WyI","Solo only Hardcore Ironman Episode 19 | Getting closer to Araxxor","Solo only Hardcore Ironman Episode 19  Getting closer to Araxxor.txt","2020-06-18T16:45:35Z",1
"5R5ay2uN_tQ","Solo only Hardcore Ironman Episode 18 | Surviving Darkmeyer","Solo only Hardcore Ironman Episode 18  Surviving Darkmeyer.txt","2020-06-07T17:09:37Z",0
"ChcQdgs818I","Solo only Hardcore Ironman Episode 17 | The path to Araxxor","Solo only Hardcore Ironman Episode 17  The path to Araxxor.txt","2020-05-03T16:41:53Z",1
"e_WtjAaG5Ls","I did a full raid with only ripper demons *terrible idea*","I did a full raid with only ripper demons terrible idea.txt","2020-04-27T16:43:17Z",0
"xDasJ-KBV-E","Testing out the Inquisitors Staff | Runescape's most powerful staff","Testing out the Inquisitors Staff  Runescape's most powerful staff.txt","2020-04-21T05:47:03Z",0
